#mB	mV	mR	mI	logTe	Mass	Distancia (kpc)
3.154192514354616	2.2967052146378126	1.8783057580003781	1.5153057580003786	3.7389	0.961	3.03012923531266
1.6859436799012117	0.9693741700708678	0.6682393337975254	0.3652393337975255	3.7751	1.213	3.116361761115875
2.5204984225509026	1.6898206697543063	1.4178253812214283	1.094825381221428	3.7636	1.093	3.0086043302433856
4.264286505486984	3.327477914911345	2.746317111102516	2.329317111102516	3.7076	0.863	3.0850586315832054
3.245372547986772	2.350060931356273	1.981328485979871	1.6253284859798711	3.743	1.0	2.970747205011841
2.5100598824488767	1.4730009626984568	0.8888035857794723	0.427803585779472	3.6865	1.068	3.049023117393278
2.3314663493188927	1.5692229080580162	1.0836575144595244	0.7246575144595235	3.742	1.045	3.037606426120852
2.0005400970823137	1.2128363018105333	0.9262934495312019	0.6142934495312016	3.7696	1.16	2.8645650567849663
3.3689887643068985	2.452657455896242	2.071091490469498	1.7050914904694983	3.7367	0.978	2.893465430965767
3.961606326662924	2.9988252647538847	2.48392297641373	2.0749229764137294	3.7125	0.875	2.874647485448987
2.944502174584306	2.1585531009786347	1.7048140677245076	1.3498140677245072	3.7438	0.987	3.0943028230353415
2.285298999192345	1.4844495983849448	1.017188659777906	0.6541886597779065	3.7394	1.048	2.9870172589216684
3.8558918428554545	2.9893164659783498	2.43459057357477	2.035590573574769	3.7178	0.89	2.9738435334964497
2.239968892037406	1.4200378567337175	1.16239906271909	0.8473990627190897	3.7677	1.126	2.9233432544836284
2.7556157231172786	1.966262659304828	1.6136290684014565	1.2806290684014563	3.7573	1.0590000000000002	2.9862475997100217
3.45708995091427	2.6746274382441975	2.1366472975376993	1.760647297537698	3.7315	0.932	3.053018665623955
2.531347895969666	1.6904176342491706	1.4196299248472926	1.0956299248472927	3.7626	1.087	2.960233608260405
2.9227020900042486	2.168317851970947	1.658641526520526	1.3026415265205262	3.7428	0.982	2.9670735038365725
3.148367884596846	2.265949227056568	1.9170094708249659	1.569009470824966	3.7474	1.0170000000000001	3.033904416466947
4.043957949053983	3.055462775890998	2.6072778966965515	2.209277896696552	3.7182	0.919	3.0793253647562002
3.013297922445709	2.184174571688895	1.731854881010519	1.3688548810105186	3.7394	0.963	2.858715761827203
2.4742664350510974	1.6818864680896333	1.3640923804998604	1.04109238049986	3.7635	1.093	2.932368030773813
1.6116232608811636	0.8396607877382438	0.573315197714436	0.26831519771443624	3.7737	1.218	2.9954566544468135
2.69605214800805	1.9247901808316854	1.458936129414985	1.1069361294149855	3.7457	0.9990000000000001	2.905274858769345
2.241106535226418	1.3684351921825497	0.8655560316274258	0.46855603162742554	3.7194	1.06	2.8504354221737076
3.676768690153425	2.817734114143925	2.3688739499246996	1.9968739499246997	3.7337	0.9670000000000001	3.2149541970961555
3.188903273149265	2.3035890802928574	1.9506728095039323	1.593672809503932	3.7429	1.0	2.9250585382546133
1.5068830766031382	0.42131751403261397	-0.13758025959685227	-0.6035802595968525	3.6838	1.297	2.9531394013179426
3.2075200884309183	2.3918823702397667	1.9588948840862788	1.6058948840862781	3.745	1.008	3.008700628941788
2.486094048975863	1.654341052654317	1.3846663622073265	1.0646663622073262	3.765	1.103	3.0404178421070793
4.0073379514801175	3.0750394039466684	2.5680076180209426	2.165007618020942	3.7157	0.884	3.09172974036642
2.4813613499783047	1.681398965524835	1.2584362896833419	0.9094362896833426	3.7473	1.0190000000000001	2.9019321763550168
2.2580143664852548	1.4087484777683166	1.1701282794756018	0.8551282794756014	3.7681	1.128	2.9554638791706895
3.7520111270077408	2.8181495153818776	2.4124801384620085	2.0384801384620097	3.7318	0.961	3.218815082839584
3.3680987797713673	2.5706954240709425	2.0272511108048477	1.650251110804847	3.731	0.93	2.8843650341190297
2.798456690961502	1.9688833871539853	1.5547943058993772	1.1997943058993776	3.7439	0.988	2.8970691479916146
3.7025371588270435	2.837980369783761	2.289783287383086	1.8977832873830867	3.7217	0.9009999999999999	2.905070374252943
0.5968006402941795	-0.49727849162472104	-2.66300769648304	-4.76500769648304	3.4938	1.042	2.971655499098246
3.0336668466186136	2.2543290299779724	1.7975816316410924	1.4435816316410932	3.7444	0.991	3.2773009685246715
2.220434277176949	1.4859856182921423	1.1459053557882646	0.8319053557882645	3.7686	1.169	3.2164815986042403
3.9099323148901117	2.9371038715181452	2.4803930072230305	2.08739300722303	3.7208	0.9259999999999999	2.97631300114607
2.0377364321982085	1.2964233691715332	0.9741789673954528	0.6621789673954535	3.7695	1.161	2.933835730748543
4.100298351385085	3.066627878294348	2.6673019815433525	2.2703019815433514	3.7184	0.919	3.170008277961284
3.150035234583722	2.3022311184638085	1.8601646790188369	1.493164679018836	3.7365	0.95	2.8869079455014113
2.9293218124274443	2.1660794615343377	1.6780494733791969	1.3210494733791975	3.7429	0.982	2.9978499718187814
4.343843277749837	3.2523077058165626	2.825316367720829	2.4093163677208294	3.7087	0.8909999999999999	3.109304629930071
3.6665723571157347	2.918274280016897	2.279639153926162	1.8906391539261627	3.7241	0.9079999999999999	2.9711722539104803
2.2884790711550522	1.510616517241818	1.0113779056818704	0.6453779056818707	3.7378	1.05	3.0010662385522857
2.434078757526555	1.5028644958383017	0.9545183463943454	0.5365183463943453	3.7076	1.063	2.9410585421366457
2.477212625592786	1.6398378122814954	1.3622344551443994	1.039234455144399	3.7637	1.093	2.9366141765882077
3.5213423630978884	2.558207802208699	2.1743496897935426	1.7983496897935431	3.7309	0.958	2.8567348833849833
1.7012935540509542	0.9775296303579903	0.7042205705658384	0.4022205705658388	3.7755	1.205	3.0977339402058726
4.362490896341917	3.4682295592589654	2.834425223870494	2.411425223870494	3.7051	0.856	3.131014254137437
-0.9621156166415181	-2.439362379585977	-3.3775945191405827	-4.265594519140583	3.5861	1.077	2.9544802840292723
3.1023746589346235	2.281274102587119	1.8446091929135378	1.4856091929135378	3.7415	0.975	3.145732857244937
2.2867995795099167	1.495089666306752	1.0195799074710248	0.6595799074710245	3.7411	1.046	2.964257869436628
1.6251727514517373	0.8946432489425238	0.6049237048576703	0.30292370485767073	3.7752	1.2109999999999999	3.0073553048110258
4.3511270256371475	3.3076846373136846	2.83249722261775	2.41249722261775	3.7065	0.885	3.0584363346707386
2.0586614158957843	1.3300040314705823	0.9989171549709397	0.6859171549709391	3.7691	1.1640000000000001	2.9838942735795952
3.947458904743728	2.92762554236481	2.526258278401553	2.1272582784015537	3.7176	0.917	2.9474853533826684
1.9305233937850268	1.1521776863539177	0.8578443662515234	0.5428443662515239	3.768	1.188	2.9482809971560346
2.9524371434899415	2.1797327854589117	1.68617728697682	1.3271772869768217	3.7409	0.972	2.8869247074550004
1.6907863875401077	0.9342234496485169	0.6483456202192492	0.3403456202192503	3.7724	1.22	3.07516996332011
3.754624002827194	2.847316971205119	2.3936379459374635	2.0136379459374627	3.729	0.9520000000000001	3.0969029031751165
3.100488099870704	2.2292807639214054	1.8666152822073467	1.513615282207347	3.7451	1.008	2.8848488032611908
2.880614045420865	2.0514337633867843	1.7046837428329802	1.3696837428329802	3.7561	1.053	3.0643385770591243
3.051305865529546	2.22366509780721	1.775764389034082	1.416764389034082	3.7415	0.9740000000000001	3.0433568436458005
4.004182255360682	3.006297526010105	2.5828807986951654	2.185880798695166	3.7188	0.92	3.0617953541805205
3.0737302254935415	2.1893727739664355	1.8128741445987568	1.4578741445987564	3.7432	1.001	2.756606836713392
2.8765642636015887	2.0687550832439783	1.7089581317267566	1.3699581317267562	3.7534	1.041	2.9647742250061557
4.098446411911066	3.095890134985858	2.6232528713162857	2.2162528713162857	3.7129	0.903	2.946120962700993
3.692298278155576	2.757515270004287	2.3451041854101895	1.9681041854101897	3.7303	0.956	3.0719973525341966
2.5870986549421637	1.7571749493578972	1.3561069096581715	1.0041069096581712	3.7459	1.0	2.7862583431078036
2.933420948263737	2.150169953053176	1.6799876877012574	1.3239876877012566	3.7437	0.987	3.057718758304906
3.5491448760273467	2.584329128399765	2.22521363615094	1.8512136361509395	3.7321	0.9620000000000001	2.961029452624935
4.199055722533856	3.3590603308731204	2.724070170534512	2.3100701705345115	3.7096	0.868	3.1161189980080586
2.984821924017152	2.079413318890283	1.8059803694079983	1.4659803694079985	3.7528	1.0390000000000001	3.0774859146271596
3.59846711521687	2.7553467719779103	2.274000925207874	1.902000925207874	3.7329	0.965	3.053515894963657
3.629684018897935	2.672404379135169	2.2718428566224356	1.8958428566224361	3.7312	0.9590000000000001	2.9961846265974326
3.4707216132561953	2.6232674106777676	2.1397539084113637	1.7657539084113631	3.7327	0.9359999999999999	3.107068168373343
2.5659548465281006	1.885716719627573	1.3554955019766863	1.0054955019766858	3.7471	1.014	2.9655080029746848
4.29933169090709	3.373347686034929	2.7655289552350393	2.3425289552350392	3.7044	0.8540000000000001	3.012352501358268
3.298269587544432	2.40117258830821	2.01263857680678	1.645638576806781	3.7367	0.951	3.102613767988642
2.402177313333465	1.6589950003303233	1.1863758299365603	0.8353758299365603	3.7466	1.032	2.98452462105929
2.1987144904450844	1.4106848407307275	1.113596572745866	0.8005965727458664	3.7695	1.14	2.9765920298408006
2.3430425976039757	1.5818225560765882	1.1300106285665077	0.7790106285665077	3.7467	1.031	2.893357685288837
4.404984281776645	3.372910704948495	2.862118969676751	2.4351189696767515	3.7029	0.851	3.101871438792541
1.720581960120061	0.8893806149298555	0.6340741540984887	0.3150741540984887	3.7659	1.2309999999999999	2.9841100192327903
1.4382227967058228	0.5882533187535346	0.2692873345561928	-0.06871266544380816	3.7546	1.262	2.9706909071201584
0.1392912874787431	-1.1242706711691355	-1.734318760017877	-2.2783187600178767	3.6525	1.314	3.084155367748842
3.9254498232721	3.0434936252194884	2.508898867422789	2.1138988674227894	3.7204	0.897	3.1635869361924565
3.902417916774013	2.8787655048420318	2.4646653128742058	2.068665312874206	3.7193	0.922	2.9129502175228126
1.3843193957251865	0.5485948679017829	0.1998506408235805	-0.14514935917641836	3.7501	1.264	2.8772005070506643
1.5973409882951	0.6308821952731982	-0.08053568646582399	-0.5655356864658234	3.6752	1.075	2.8939622566478116
2.365393365294609	1.5513127657400352	1.0861192221101437	0.7141192221101438	3.734	1.053	3.137789782005767
2.5735611428715064	1.774546992959892	1.4443718803976804	1.12137188039768	3.763	1.089	3.014910165299754
1.6851495511169574	0.973189461532165	0.6541762368315691	0.3521762368315695	3.7754	1.207	3.046738968741473
3.393100976384261	2.433687663628871	2.0749720491310963	1.7049720491310962	3.7346	0.971	2.8365759070956256
3.8107748090034654	2.767372836145163	2.4220207740412363	2.0370207740412365	3.7255	0.941	3.033920208961876
2.674151200851407	1.8935451719711107	1.5342169534337273	1.206216953433727	3.7604	1.074	3.014695069674223
2.6000910332107603	1.8420035599298314	1.4888985665107635	1.1628985665107638	3.7618	1.082	3.015641514174904
3.163843189211727	2.3007906245219463	1.931324371152968	1.5773243711529688	3.7442	1.005	2.9448614997506057
3.819184249433608	2.901149846476505	2.4319055229772832	2.042905522977284	3.7233	0.9059999999999999	3.1577744363190883
3.906540137030527	3.104583814645336	2.502945207046018	2.111945207046018	3.7224	0.903	3.2284126578647716
3.7940221905290485	2.9938515634884864	2.4041907617443394	2.0111907617443396	3.7212	0.899	3.041152176209701
2.774328352227003	2.036162573773372	1.53631148214673	1.1833114821467303	3.7451	0.995	2.955713236112009
3.436691549270856	2.592024374281676	2.132687050852981	1.7656870508529803	3.7366	0.978	2.9739756626003517
3.8296896464594514	2.811258281320918	2.458892195388332	2.073892195388332	3.726	0.9420000000000001	3.1001195300825994
2.9911476724782347	2.1377439993302403	1.799237494813699	1.4582374948136998	3.7522	1.036	3.0454221278074525
2.397963414387444	1.513234454389635	1.0210078491928352	0.6300078491928351	3.7231	1.0590000000000002	3.0662076993714575
1.8128727678907337	0.7768373935947803	0.1188042765927193	-0.3621957234072797	3.6769	1.074	2.9509432344796704
2.9952011971051924	2.1791475289291986	1.801955876617062	1.4619558766170622	3.7526	1.038	3.064722630895106
2.090480611083815	1.3471893359546616	1.0391583778816234	0.7271583778816231	3.77	1.156	2.9980003248903158
3.319718837476092	2.3879361153665295	2.0590203157440756	1.7030203157440749	3.7433	1.001	3.088901525355326
3.3193398595220103	2.4377851395513233	2.008158422198351	1.6381584221983507	3.7348	0.9440000000000001	3.0146138107791822
3.6453000450320374	2.726611933310595	2.315509342255912	1.940509342255912	3.7313	0.9590000000000001	3.0612716421019703
4.205492758151426	3.1291248263188045	2.7145386743796145	2.303538674379614	3.7105	0.8959999999999999	3.0054377346639023
1.8314625374116682	0.8909473716093235	0.4795790734712382	0.09357907347123806	3.726	1.272	3.0740845958488436
4.373342165286024	3.3219167829443403	2.8531360124276297	2.43313601242763	3.7063	0.884	3.081961452419564
3.186956116044165	2.359222964266743	1.9118759083667074	1.5528759083667074	3.741	0.972	3.211997374948688
2.468248127813057	1.6779026232430994	1.2462015541489126	0.896201554148913	3.7471	1.025	2.966472391835467
2.802139857401828	1.9780144513259046	1.560910924700016	1.2089109247000165	3.7461	1.001	3.077387496755303
3.808435670692379	2.9649173396288475	2.3931153465761668	1.9961153465761665	3.7189	0.893	2.95136599629408
4.030419453671023	3.138399574456429	2.5523247727998193	2.1413247727998197	3.7115	0.873	2.9353842154882774
4.123602520150683	3.070292457406042	2.6814266270091967	2.2764266270091973	3.7147	0.9079999999999999	3.07953628371933
1.6393286322965448	0.8731090862880553	0.6032041423352119	0.30220414233521176	3.7759	1.199	2.902958507760295
2.379113069067733	1.5422611173397174	1.281333335800758	0.9643333358007578	3.7667	1.117	3.016245362318304
2.4523176564065805	1.4764652027029967	0.821938345589313	0.35993834558931326	3.6858	1.069	2.9949368475853486
4.228190273411052	3.2273611035055616	2.7282170970744613	2.3112170970744614	3.7081	0.889	2.9569461766102805
2.43631474049152	1.6216258865167976	1.3386298350758734	1.0196298350758735	3.7654	1.1059999999999999	3.0027969565135946
4.214025652554863	3.1714156895109795	2.7169461108303086	2.3049461108303078	3.7104	0.8959999999999999	3.006001702119754
1.627564737623599	0.7503649070695646	0.3736669363973206	0.008666936397320413	3.7387	1.268	3.048831250338491
3.195467050077985	2.3831429714181365	1.9008798006233985	1.5318798006233987	3.7351	0.945	2.879890399984871
2.1949511982530687	1.1380849335579821	0.6800956768281026	0.2490956768281034	3.7011	1.2790000000000001	3.2152824896549785
4.131414926664153	3.112763344275347	2.6803431476814588	2.2783431476814595	3.7157	0.9109999999999999	3.106480483777201
2.8111570728851145	1.9419226974405355	1.6215798149060188	1.2835798149060196	3.7541	1.044	2.8728699256993018
1.2873012778756312	0.11422576476827828	-0.3519163417300648	-0.8219163417300646	3.6822	1.3	2.83933562572409
2.8172778133998353	2.0665624968463856	1.583431034024576	1.2314310340245758	3.7456	0.998	3.0668053118623266
4.236396949145739	3.2109273845854744	2.726284349321512	2.3112843493215127	3.7086	0.8909999999999999	2.969319086279791
4.107161347633195	3.242132876684135	2.6250490380060274	2.2150490380060273	3.7116	0.873	3.040953698260532
3.548269875921827	2.695513036242824	2.188201845755577	1.8102018457555769	3.7299	0.927	3.0636586089625433
1.5595034161650103	0.7964410410951164	0.4874104424481418	0.1694104424481413	3.7666	1.23	2.794358279125795
2.8941898825803207	2.1057693487086144	1.6148194426104343	1.254819442610433	3.7411	0.972	2.802617880979744
1.9651897041763817	0.8384076576571617	0.3528557938598702	-0.1001442061401292	3.6901	1.287	3.030896866913484
2.425613564990165	1.6218214275060978	1.2116338468223908	0.8616338468223903	3.7469	1.028	2.96706301040895
3.320501599064709	2.4185209371936027	2.0521706706146254	1.692170670614626	3.7403	0.991	2.982868680268003
4.043299323704696	3.0890436399970103	2.6154947593023863	2.2134947593023853	3.7163	0.9129999999999999	3.0331853649628338
2.5074941895190097	1.5715148920813196	0.9401778753768344	0.4971778753768348	3.6949	1.0659999999999998	2.9555313820171154
2.2463171543217832	1.4936427490115864	1.178762540047492	0.8657625400474913	3.7694	1.139	3.0630388697585946
2.75746567438998	1.932719302864152	1.6145178437869312	1.2825178437869313	3.7573	1.0590000000000002	2.9888462073063247
3.0993968403730516	2.218961586725859	1.8773474672281552	1.5263474672281543	3.7459	1.011	2.9273152379991583
3.848514039116024	3.032660415661974	2.4277219964966896	2.0337219964966895	3.7203	0.897	3.0446992433515607
3.3772988234945327	2.4454096379673462	2.0867889553765924	1.7207889553765927	3.7375	0.981	2.941425079813335
2.0375622555081296	1.2123193578267877	0.9668376127183755	0.6538376127183749	3.769	1.165	2.944201451978634
3.9841612309905248	3.064235034875262	2.5286072891689493	2.1226072891689487	3.714	0.879	2.982094885085691
2.8649841156665126	2.0465416556785936	1.7074135700605009	1.3734135700605012	3.7568	1.057	3.098009277646052
3.1640132626272788	2.4080088301627107	1.8596267009873904	1.494626700987391	3.7377	0.956	2.943915500167274
2.82090935533866	1.9803159266734323	1.6708011253746253	1.3368011253746257	3.7564	1.054	3.0280303589528006
2.1304198357227673	1.3167372080229303	1.063219595257566	0.7512195952575658	3.7698	1.158	3.039792359382976
3.1137320403050595	2.1987001202671097	1.880024750972849	1.529024750972849	3.7459	1.012	2.9336273792248866
2.6732976840960543	1.8079464807224088	1.5275041753633225	1.2005041753633225	3.7604	1.075	3.0067743384701036
3.728893943714805	2.8652695581875767	2.341465702262977	1.9544657022629766	3.7244	0.909	3.069680253147858
3.3406268622161512	2.5494187420508254	2.0672104707541727	1.6992104707541733	3.7362	0.9490000000000001	3.1596726732658342
2.62366883512313	1.760730073237017	1.5115201879681788	1.1855201879681783	3.7617	1.081	3.041613573402399
3.5353191684321956	2.77173996936442	2.2104557701130494	1.8334557701130496	3.7303	0.9279999999999999	3.1123695234632223
3.883280825565972	2.912082543672624	2.4967321020125146	2.109732102012514	3.7247	0.938	3.1127656149372287
1.403100761104433	0.5550322844522402	0.2715894865045243	-0.06341051349547477	3.7564	1.261	2.97384204474808
1.7252930558702495	0.9723506596755911	0.6690291700642828	0.3560291700642839	3.7693	1.225	3.0620045662741364
1.7062907656491308	0.9496837355660226	0.6927268730007947	0.38872687300079534	3.7745	1.217	3.182331184553367
3.4338752587803985	2.651865062620761	2.1085085198574287	1.73450851985743	3.7323	0.935	3.047205222469232
4.004039576961443	2.9919990152698865	2.568162040674081	2.169162040674082	3.7175	0.9159999999999999	3.003533001419872
4.379224881958255	3.4253047642504306	2.8531444241817496	2.428144424181749	3.7035	0.852	3.1061962055040833
2.876396870174336	2.0315057746361997	1.6961218748587523	1.357121874858752	3.7532	1.041	2.940521607129598
-0.23335654392019567	-1.4109972675660973	-2.1127909389259787	-2.647790938925979	3.6553	1.012	2.9911749301050135
2.8818540472363443	2.140328081571446	1.6264218032313078	1.2714218032313074	3.7437	0.987	2.981840167116524
4.170054338957403	3.174750045940307	2.6891104344093932	2.282110434409393	3.7131	0.904	3.045243934778429
-0.3220389044560825	-1.5511633737393815	-2.2805689663563182	-2.8315689663563184	3.6493	1.014	3.012216663712531
3.494034832694563	2.5814662108479496	2.2038260689516385	1.8378260689516388	3.7366	0.977	3.0730187760496106
3.2348215490602037	2.28021817048713	1.9679117173613818	1.6089117173613818	3.7411	0.9940000000000001	2.89455858160142
3.8236689840122544	2.9018932476923167	2.42745250769684	2.03745250769684	3.7234	0.934	2.977765552165263
3.6379969754381136	2.6589003471833124	2.2850481021265763	1.904048102126576	3.7279	0.948	2.913463760461485
3.0116964546184803	2.1835745776153637	1.7703414075927455	1.4133414075927462	3.7425	0.98	3.1036181396749574
2.4927395593717243	1.7624668288841008	1.2773706797287954	0.928370679728796	3.7473	1.022	2.972173351277408
4.092196448910064	3.2246136117178725	2.629275667872026	2.2232756678720254	3.7143	0.88	3.1307986189601293
1.9273259137690015	1.2145242313361617	0.883120769385866	0.5731207693858664	3.7708	1.196	3.1104566561440623
2.286869782182606	1.5559722332768366	1.2239313325181147	0.9089313325181143	3.7685	1.1320000000000001	3.0590478230824085
2.3240788861460944	1.538468520560352	1.223671792305054	0.9056717923050535	3.7662	1.113	2.902246916571363
3.72508295368948	2.875637999428757	2.35323448942067	1.9632344894206692	3.7229	0.905	3.0342188207767125
2.4780247715489017	1.702860326623643	1.2449342261318916	0.8929342261318922	3.7462	1.034	3.093049321110508
2.2051305700051715	1.4012824688122931	0.9355101707392084	0.5725101707392088	3.7391	1.0490000000000002	2.8807265424860944
3.2405608927982286	2.2874806489361035	1.9652692824624438	1.6052692824624444	3.7407	0.992	2.8790808210834067
4.294642181090886	3.31376122252556	2.765657889559936	2.342657889559936	3.7047	0.855	3.022258292746485
3.517245445805198	2.7518595860012116	2.168288062957825	1.7852880629578252	3.7273	0.9179999999999999	2.9380393802288514
1.7622304005203189	0.9918586739268278	0.6760424142332724	0.3620424142332723	3.7687	1.226	3.067668895502609
2.6899318147935123	1.999246572145493	1.4770502634175173	1.1260502634175182	3.7464	1.005	3.010301899794193
3.5456270208315086	2.615695839492542	2.216878005303144	1.8468780053031448	3.7346	0.971	3.0267433789623857
